OrderDate,City,Discount,OrderID,PostalCode,ProductName,Profit,Quantity,Sales,ShipDate,State,DaystoShipActual,SalesForecast,DaystoShipScheduled,SalesperCustomer,ProfitRatio,latitude,longitude,Category_encoded,Region_encoded,Segment_encoded,ShipMode_encoded,ShipStatus_encoded,Sub_Category_encoded
2013-12-11,Seattle,0.0,CA-2013-128412,98105,Holmes HEPA Air Purifier,23,3,65,2013-12-18,Washington,7,86,6,65.34,35.0,47.6633,-122.3022,1,1,1,1,2,9
2013-12-11,Seattle,0.0,CA-2013-128412,98105,Xerox 1988,56,4,124,2013-12-18,Washington,7,162,6,123.92,45.0,47.6633,-122.3022,1,1,1,1,2,2
2013-12-11,Watertown,0.2,CA-2013-144309,13601,Fellowes PB200 Plastic Comb Binding Machine,221,5,680,2013-12-17,New York,6,891,6,679.96,32.5,43.9743,-75.9122,1,2,1,1,3,1
2013-12-11,Watertown,0.0,CA-2013-144309,13601,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 600 Sets per Book",9,2,19,2013-12-17,New York,6,24,6,18.54,47.0,43.9743,-75.9122,1,2,1,1,3,2
2013-12-11,Seattle,0.0,CA-2013-128412,98105,Kingston Digital DataTraveler 16GB USB 2.0,9,5,45,2013-12-18,Washington,7,59,6,44.75,19.0,47.6633,-122.3022,3,1,1,1,2,7
2013-12-12,Anaheim,0.2,CA-2013-165330,92804,"Global Wood Trimmed Managers Task Chair, Khaki",-32,5,364,2013-12-12,California,0,477,0,363.92,-8.8,33.8186,-117.9729,2,1,1,4,3,8
2013-12-12,Anaheim,0.2,CA-2013-165330,92804,Hon Non-Folding Utility Tables,112,7,892,2013-12-12,California,0,1169,0,892.14,12.5,33.8186,-117.9729,2,1,1,4,3,11
2013-12-12,Columbus,0.4,CA-2013-162187,43229,"Lesro Round Back Collection Coffee Table, End Table",-148,3,329,2013-12-12,Ohio,0,431,0,328.59,-45.0,40.0839,-82.9726,2,2,2,4,3,11
2013-12-12,Columbus,0.3,CA-2013-162187,43229,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",-138,5,458,2013-12-12,Ohio,0,601,0,458.43,-30.0,40.0839,-82.9726,2,2,2,4,3,8
2013-12-12,Portland,0.2,CA-2013-143609,97206,"Global Fabric Managers Chair, Dark Gray",25,5,404,2013-12-14,Oregon,2,529,1,403.92,6.3,45.484,-122.5973,2,1,3,3,2,8
2013-12-12,Vancouver,0.0,CA-2013-160745,98661,3M Hangers With Command Adhesive,6,4,15,2013-12-17,Washington,5,19,3,14.8,41.0,45.6418,-122.6251,2,1,2,2,2,3
2013-12-12,Anaheim,0.2,CA-2013-165330,92804,"Black Avery Memo-Size 3-Ring Binder, 5 1/2 x 8 1/2",2,2,6,2013-12-12,California,0,8,0,5.87,36.3,33.8186,-117.9729,1,1,1,4,3,1
2013-12-12,Anaheim,0.0,CA-2013-165330,92804,Boston 16765 Mini Stand Up Battery Pencil Sharpener,6,2,23,2013-12-12,California,0,31,0,23.32,26.0,33.8186,-117.9729,1,1,1,4,3,6
2013-12-12,Anaheim,0.0,CA-2013-165330,92804,Fellowes 8 Outlet Superior Workstation Surge Protector,24,2,83,2013-12-12,California,0,109,0,83.42,29.0,33.8186,-117.9729,1,1,1,4,3,9
2013-12-12,Anaheim,0.2,CA-2013-165330,92804,GBC Recycled VeloBinder Covers,40,9,123,2013-12-12,California,0,161,0,122.69,32.5,33.8186,-117.9729,1,1,1,4,3,1
2013-12-12,Anaheim,0.0,CA-2013-165330,92804,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11, Case",14,1,31,2013-12-12,California,0,41,0,30.98,45.0,33.8186,-117.9729,1,1,1,4,3,2
2013-12-12,Anaheim,0.2,CA-2013-165330,92804,Ibico Laser Imprintable Binding System Covers,68,5,210,2013-12-12,California,0,275,0,209.6,32.5,33.8186,-117.9729,1,1,1,4,3,1
2013-12-12,Anaheim,0.2,CA-2013-165330,92804,Recycled Easel Ring Binders,11,3,36,2013-12-12,California,0,47,0,35.81,31.3,33.8186,-117.9729,1,1,1,4,3,1
2013-12-12,Anaheim,0.0,CA-2013-165330,92804,Rogers Profile Extra Capacity Storage Tub,2,3,50,2013-12-12,California,0,66,0,50.22,4.0,33.8186,-117.9729,1,1,1,4,3,5
2013-12-12,Aurora,0.2,US-2013-135720,80013,Tennsco Regal Shelving Units,-52,3,243,2013-12-14,Colorado,2,319,3,243.38,-21.3,39.6575,-104.7846,1,1,1,2,1,5
2013-12-12,Columbus,0.2,CA-2013-162187,43229,Acco Perma 4000 Stacking Storage Drawers,-4,5,65,2013-12-12,Ohio,0,85,0,64.96,-6.3,40.0839,-82.9726,1,2,2,4,3,5
2013-12-12,Columbus,0.2,CA-2013-162187,43229,"Belkin 325VA UPS Surge Protector, 6",24,4,387,2013-12-12,Ohio,0,507,0,387.14,6.3,40.0839,-82.9726,1,2,2,4,3,9
2013-12-12,Columbus,0.2,CA-2013-162187,43229,Elite 5 Scissors,2,2,14,2013-12-12,Ohio,0,18,0,13.52,12.5,40.0839,-82.9726,1,2,2,4,3,15
2013-12-12,Homestead,0.2,US-2013-148803,33030,Steel Personal Filing/Posting Tote,7,3,85,2013-12-12,Florida,0,112,0,85.22,8.8,25.4766,-80.4839,1,4,1,4,3,5
2013-12-12,New York City,0.0,CA-2013-105816,10024,Advantus Push Pins,6,7,15,2013-12-18,New York,6,20,6,15.26,41.0,40.7864,-73.9764,1,2,2,1,3,14
2013-12-12,Smyrna,0.2,US-2013-132857,37167,Prang Drawing Pencil Set,2,3,7,2013-12-18,Tennessee,6,9,6,6.67,25.0,35.9656,-86.5048,1,4,1,1,3,6
2013-12-12,Springfield,0.2,US-2013-151260,45503,Belkin F5C206VTEL 6 Outlet Surge,9,4,74,2013-12-15,Ohio,3,96,1,73.54,12.5,39.9528,-83.7804,1,2,2,3,2,9
2013-12-12,Anaheim,0.0,CA-2013-165330,92804,Microsoft Natural Ergonomic Keyboard 4000,25,4,120,2013-12-12,California,0,157,0,119.96,21.0,33.8186,-117.9729,3,1,1,4,3,7
2013-12-12,Aurora,0.2,US-2013-135720,80013,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,30,5,120,2013-12-14,Colorado,2,157,3,119.8,25.0,39.6575,-104.7846,3,1,1,2,1,7
2013-12-12,Aurora,0.2,US-2013-135720,80013,Jabra SPEAK 410,30,4,301,2013-12-14,Colorado,2,394,3,300.77,10.0,39.6575,-104.7846,3,1,1,2,1,4
2013-12-12,New York City,0.0,CA-2013-105816,10024,AT&T CL83451 4-Handset Telephone,299,5,1030,2013-12-18,New York,6,1350,6,1029.95,29.0,40.7864,-73.9764,3,2,2,1,3,4
2013-12-12,Vancouver,0.2,CA-2013-160745,98661,AT&T TR1909W,23,3,302,2013-12-17,Washington,5,396,3,302.38,7.5,45.6418,-122.6251,3,1,2,2,2,4
2013-12-12,Vancouver,0.0,CA-2013-160745,98661,First Data FD10 PIN Pad,32,4,316,2013-12-17,Washington,5,414,3,316.0,10.0,45.6418,-122.6251,3,1,2,2,2,7
2013-12-13,Jackson,0.0,CA-2013-139395,49201,Westinghouse Clip-On Gooseneck Lamps,9,4,33,2013-12-19,Michigan,6,44,6,33.48,26.0,42.2545,-84.3875,2,3,3,1,3,3
2013-12-13,New York City,0.0,CA-2013-169824,10009,Eldon 500 Class Desk Accessories,20,5,60,2013-12-18,New York,5,79,6,60.35,33.0,40.7262,-73.9796,2,2,2,1,1,3
2013-12-13,Pasadena,0.0,CA-2013-136686,91104,Howard Miller 14-1/2 Diameter Chrome Round Wall Clock,123,6,384,2013-12-17,California,4,503,6,383.64,32.0,34.1678,-118.1261,2,1,1,1,1,3
2013-12-13,Columbus,0.0,US-2013-169369,31907,Xerox 1907,23,4,49,2013-12-19,Georgia,6,64,6,49.12,47.0,32.4779,-84.898,1,4,1,1,3,2
2013-12-13,Jackson,0.0,CA-2013-139395,49201,Fellowes Desktop Hanging File Manager,7,2,27,2013-12-19,Michigan,6,35,6,26.86,25.0,42.2545,-84.3875,1,3,3,1,3,5
2013-12-13,Jackson,0.0,CA-2013-139395,49201,Newell 333,4,5,14,2013-12-19,Michigan,6,18,6,13.9,26.0,42.2545,-84.3875,1,3,3,1,3,6
2013-12-13,Lorain,0.7,US-2013-108777,44052,Wilson Jones Century Plastic Molded Ring Binders,-14,3,19,2013-12-13,Ohio,0,24,0,18.69,-76.7,41.4578,-82.171,1,2,2,4,3,1
2013-12-13,New York City,0.0,CA-2013-169824,10009,Fiskars Home & Office Scissors,10,4,36,2013-12-18,New York,5,47,6,35.52,28.0,40.7262,-73.9796,1,2,2,1,1,15
2013-12-13,New York City,0.0,CA-2013-169824,10009,Sanford Pocket Accent Highlighters,5,7,11,2013-12-18,New York,5,15,6,11.2,43.0,40.7262,-73.9796,1,2,2,1,1,6
2013-12-13,Pasadena,0.0,CA-2013-136686,91104,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,16,3,57,2013-12-17,California,4,74,6,56.52,28.0,34.1678,-118.1261,1,1,1,1,1,9
2013-12-13,Columbus,0.0,US-2013-169369,31907,Case Logic 2.4GHz Wireless Keyboard,20,5,250,2013-12-19,Georgia,6,328,6,249.95,8.0,32.4779,-84.898,3,4,1,1,3,7
2013-12-13,Jackson,0.0,CA-2013-139395,49201,Jabra SPEAK 410,184,7,658,2013-12-19,Michigan,6,862,6,657.93,28.0,42.2545,-84.3875,3,3,3,1,3,4
2013-12-13,Lorain,0.2,US-2013-108777,44052,Logitech G602 Wireless Gaming Mouse,77,6,384,2013-12-13,Ohio,0,503,0,383.95,20.0,41.4578,-82.171,3,2,2,4,3,7
2013-12-14,Torrance,0.2,CA-2013-142958,90503,Bretford CR4500 Series Slim Rectangular Table,42,4,1114,2013-12-21,California,7,1460,6,1114.27,3.8,33.8397,-118.3542,2,1,2,1,2,11
2013-12-14,Riverside,0.0,CA-2013-102792,92503,Crayola Colored Pencils,3,3,10,2013-12-20,California,6,13,6,9.84,33.0,33.9208,-117.4589,1,1,1,1,3,6
2013-12-14,Torrance,0.2,CA-2013-142958,90503,"Acco Pressboard Covers with Storage Hooks, 14 7/8 x 11, Dark Blue",2,2,6,2013-12-21,California,7,8,6,6.1,36.3,33.8397,-118.3542,1,1,2,1,2,1
2013-12-14,Norman,0.0,CA-2013-100153,73071,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,25,4,64,2013-12-18,Oklahoma,4,84,6,63.88,39.0,35.233,-97.4067,3,3,2,1,1,7
2013-12-15,Jackson,0.0,CA-2013-146143,39212,Executive Impressions 14,59,6,133,2013-12-20,Mississippi,5,175,6,133.38,44.0,32.2435,-90.2612,2,4,1,1,1,3
2013-12-15,New York City,0.0,CA-2013-129126,10011,"GE 48 Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198,4,397,2013-12-20,New York,5,520,6,396.92,50.0,40.7402,-73.9996,2,2,1,1,1,3
2013-12-15,San Diego,0.2,CA-2013-146325,92037,"Global Task Chair, Black",-9,2,81,2013-12-18,California,3,107,1,81.42,-11.3,32.8455,-117.2521,2,1,2,3,2,8
2013-12-15,New York City,0.2,CA-2013-129126,10011,Acco Recycled 2 Capacity Laser Printer Hanging Data Binders,8,2,23,2013-12-20,New York,5,30,6,23.12,33.8,40.7402,-73.9996,1,2,1,1,1,1
2013-12-15,New York City,0.0,CA-2013-129126,10011,Advantus Rolling Storage Box,5,1,17,2013-12-20,New York,5,22,6,17.15,27.0,40.7402,-73.9996,1,2,1,1,1,5
2013-12-15,New York City,0.0,CA-2013-129126,10011,Avery 474,3,2,6,2013-12-20,New York,5,8,6,5.76,49.0,40.7402,-73.9996,1,2,1,1,1,10
2013-12-15,New York City,0.0,CA-2013-129126,10011,"OIC Colored Binder Clips, Assorted Sizes",11,6,21,2013-12-20,New York,5,28,6,21.48,49.0,40.7402,-73.9996,1,2,1,1,1,14
2013-12-15,New York City,0.0,CA-2013-129126,10011,Strathmore Photo Frame Cards,7,2,15,2013-12-20,New York,5,19,6,14.62,46.0,40.7402,-73.9996,1,2,1,1,1,2
2013-12-15,San Diego,0.0,CA-2013-146325,92037,"Tenex Personal Project File with Scoop Front Design, Black",35,10,135,2013-12-18,California,3,177,1,134.8,26.0,32.8455,-117.2521,1,1,2,3,2,5
2013-12-16,Detroit,0.0,CA-2013-142335,48205,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,231,3,1653,2013-12-20,Michigan,4,2166,6,1652.94,14.0,42.4313,-82.9813,2,3,2,1,1,11
2013-12-16,Los Angeles,0.0,US-2013-116442,90004,"Eldon Expressions Wood Desk Accessories, Oak",4,2,15,2013-12-23,California,7,19,6,14.76,29.0,34.0762,-118.3029,2,1,1,1,2,3
2013-12-16,Springfield,0.5,US-2013-127334,97477,Bretford Rectangular Conference Table Tops,-305,3,564,2013-12-22,Oregon,6,739,6,564.19,-54.0,44.0611,-123.0153,2,1,3,1,3,11
2013-12-16,Cuyahoga Falls,0.7,CA-2013-113600,44221,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",-1,3,2,2013-12-18,Ohio,2,3,3,2.21,-66.7,41.1401,-81.479,1,2,1,2,1,1
2013-12-16,Detroit,0.0,CA-2013-142335,48205,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",80,3,296,2013-12-20,Michigan,4,388,6,296.37,27.0,42.4313,-82.9813,1,3,2,1,1,5
2013-12-16,Fayetteville,0.0,CA-2013-100307,72701,Xerox 1958,9,3,19,2013-12-20,Arkansas,4,25,6,19.44,48.0,36.052,-94.1534,1,4,3,1,1,2
2013-12-16,Springfield,0.2,US-2013-127334,97477,Belkin 5 Outlet SurgeMaster Power Centers,9,2,87,2013-12-22,Oregon,6,114,6,87.17,10.0,44.0611,-123.0153,1,1,3,1,3,9
2013-12-17,Apple Valley,0.2,CA-2013-118332,92307,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,7,5,564,2013-12-24,California,7,739,6,563.92,1.2,34.5291,-117.2132,2,1,1,1,2,8
2013-12-17,Chicago,0.8,US-2013-100419,60610,Cardinal Hold-It CD Pocket,-8,3,5,2013-12-21,Illinois,4,6,3,4.79,-165.0,41.9033,-87.6336,1,3,1,2,2,1
2013-12-17,Goldsboro,0.2,CA-2013-130442,27534,Acco 6 Outlet Guardian Premium Surge Suppressor,3,3,35,2013-12-20,North Carolina,3,46,1,34.94,8.8,35.3664,-77.9221,1,4,1,3,2,9
2013-12-17,New York City,0.0,US-2013-104794,10009,Stockwell Gold Paper Clips,2,2,4,2013-12-20,New York,3,5,1,3.68,49.0,40.7262,-73.9796,1,2,2,3,2,14
2013-12-17,San Diego,0.0,CA-2013-155446,92024,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,4,7,21,2013-12-24,California,7,28,6,21.21,21.0,33.0535,-117.2689,3,1,3,1,2,7
2013-12-18,San Francisco,0.2,CA-2013-155530,94122,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,-326,6,2004,2013-12-22,California,4,2625,6,2003.52,-16.3,37.7593,-122.4836,2,1,1,1,1,11
2013-12-18,Arlington,0.2,CA-2013-147109,76017,Xerox 214,18,10,52,2013-12-22,Texas,4,68,6,51.84,35.0,32.6555,-97.1599,1,3,2,1,1,2
2013-12-18,Carlsbad,0.2,CA-2013-131639,88220,"GBC Laser Imprintable Binding System Covers, Desert Sand",4,1,11,2013-12-24,New Mexico,6,15,6,11.42,33.8,32.4119,-104.2395,1,1,2,1,3,1
2013-12-18,Carlsbad,0.2,CA-2013-131639,88220,Ibico Plastic and Wire Spiral Binding Combs,4,2,13,2013-12-24,New Mexico,6,18,6,13.49,32.5,32.4119,-104.2395,1,1,2,1,3,1
2013-12-18,Detroit,0.0,CA-2013-117121,48205,GBC Ibimaster 500 Manual ProClick Binding System,4946,13,9893,2013-12-22,Michigan,4,12963,6,9892.74,50.0,42.4313,-82.9813,1,3,1,1,1,1
2013-12-18,Seattle,0.0,CA-2013-155383,98115,"Personal Filing Tote with Lid, Black/Gray",13,3,47,2013-12-23,Washington,5,61,6,46.53,28.0,47.6849,-122.2968,1,1,3,1,1,5
2013-12-18,Arlington,0.2,CA-2013-147109,76017,WD My Passport Ultra 1TB Portable External Hard Drive,-6,3,166,2013-12-22,Texas,4,217,6,165.6,-3.8,32.6555,-97.1599,3,3,2,1,1,7
2013-12-19,Los Angeles,0.0,CA-2013-145919,90032,Seth Thomas 12 Clock w/ Goldtone Case,63,8,184,2013-12-24,California,5,241,6,183.84,34.0,34.0818,-118.1753,2,1,2,1,1,3
2013-12-19,Minneapolis,0.0,CA-2013-147067,55407,Eldon 200 Class Desk Accessories,6,3,19,2013-12-23,Minnesota,4,25,6,18.84,32.0,44.9378,-93.2545,2,3,2,1,1,3
2013-12-19,Omaha,0.0,CA-2013-138597,68104,Hon Every-Day Series Multi-Task Chairs,113,3,564,2013-12-22,Nebraska,3,739,1,563.94,20.0,41.2919,-95.9999,2,3,3,3,2,8
2013-12-19,Salem,0.5,CA-2013-145261,97301,Iceberg OfficeWorks 42 Round Tables,-264,5,377,2013-12-22,Oregon,3,495,1,377.45,-70.0,44.949,-123.004,2,1,3,3,2,11
2013-12-19,San Diego,0.0,CA-2013-133795,92037,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",11,4,40,2013-12-25,California,6,52,6,39.92,28.0,32.8455,-117.2521,2,1,1,1,3,3
2013-12-19,Los Angeles,0.0,CA-2013-145919,90032,"Eureka Recycled Copy Paper 8 1/2 x 11, Ream",19,6,39,2013-12-24,California,5,51,6,38.88,48.0,34.0818,-118.1753,1,1,2,1,1,2
2013-12-19,Los Angeles,0.0,CA-2013-145919,90032,Premier Electric Letter Opener,29,5,579,2013-12-24,California,5,759,6,579.3,5.0,34.0818,-118.1753,1,1,2,1,1,15
2013-12-19,Morristown,0.0,CA-2013-101546,7960,GBC DocuBind TL300 Electric Binding System,843,2,1794,2013-12-25,New Jersey,6,2351,6,1793.98,47.0,40.7952,-74.4873,1,2,2,1,3,1
2013-12-19,New York City,0.0,CA-2013-150945,10009,Tennsco Double-Tier Lockers,117,4,900,2013-12-21,New York,2,1179,3,900.08,13.0,40.7262,-73.9796,1,2,3,2,1,5
2013-12-19,Salem,0.2,CA-2013-145261,97301,Avery White Multi-Purpose Labels,5,4,16,2013-12-22,Oregon,3,21,1,15.94,32.5,44.949,-123.004,1,1,3,3,2,10
2013-12-19,Salem,0.2,CA-2013-145261,97301,Black Print Carbonless 8 1/2 x 8 1/4 Rapid Memo Book,4,2,12,2013-12-22,Oregon,3,15,1,11.65,32.5,44.949,-123.004,1,1,3,3,2,2
2013-12-19,Salem,0.2,CA-2013-145261,97301,Newell 312,2,4,19,2013-12-22,Oregon,3,24,1,18.69,12.5,44.949,-123.004,1,1,3,3,2,6
2013-12-19,Salem,0.7,CA-2013-145261,97301,Vinyl Sectional Post Binders,-30,4,45,2013-12-22,Oregon,3,59,1,45.24,-66.7,44.949,-123.004,1,1,3,3,2,1
2013-12-19,Tamarac,0.2,CA-2013-112697,33319,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",24,2,195,2013-12-21,Florida,2,255,3,194.53,12.5,26.1848,-80.2406,1,4,2,2,1,9
2013-12-19,Tamarac,0.7,CA-2013-112697,33319,GBC VeloBinder Electric Binding Machine,-169,7,254,2013-12-21,Florida,2,333,3,254.06,-66.7,26.1848,-80.2406,1,4,2,2,1,1
2013-12-19,Tamarac,0.2,CA-2013-112697,33319,Premier Automatic Letter Opener,-204,5,961,2013-12-21,Florida,2,1260,3,961.48,-21.3,26.1848,-80.2406,1,4,2,2,1,15
2013-12-19,Salem,0.2,CA-2013-145261,97301,Macally Suction Cup Mount,-7,3,29,2013-12-22,Oregon,3,38,1,28.68,-25.0,44.949,-123.004,3,1,3,3,2,4
2013-12-19,Salem,0.2,CA-2013-145261,97301,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,-8,3,113,2013-12-22,Oregon,3,148,1,112.78,-7.5,44.949,-123.004,3,1,3,3,2,7
2013-12-19,San Diego,0.0,CA-2013-133795,92037,Logitech P710e Mobile Speakerphone,147,3,772,2013-12-25,California,6,1012,6,772.47,19.0,32.8455,-117.2521,3,1,1,1,3,7
2013-12-19,San Diego,0.0,CA-2013-133795,92037,SanDisk Cruzer 64 GB USB Flash Drive,22,2,73,2013-12-25,California,6,95,6,72.64,30.0,32.8455,-117.2521,3,1,1,1,3,7
2013-12-19,San Francisco,0.2,CA-2013-139934,94110,I Needs 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,7,7,67,2013-12-21,California,2,88,1,66.98,10.0,37.7509,-122.4153,3,1,2,3,2,4
2013-12-20,Reading,0.2,CA-2013-118129,19601,Eldon L Workstation Diamond Chairmat,-30,5,304,2013-12-22,Pennsylvania,2,398,3,303.92,-10.0,40.3466,-75.9351,2,2,1,2,1,3
2013-12-20,Tucson,0.5,CA-2013-134936,85705,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",-219,6,456,2013-12-26,Arizona,6,598,6,455.97,-48.0,32.2691,-110.9845,2,1,2,1,3,11
2013-12-20,Chicago,0.8,CA-2013-108364,60623,Wilson Jones Easy Flow II Sheet Lifters,-3,5,2,2013-12-25,Illinois,5,2,6,1.8,-160.0,41.849,-87.7157,1,3,2,1,1,1
2013-12-20,New York City,0.2,CA-2013-141523,10035,"GBC Laser Imprintable Binding System Covers, Desert Sand",12,3,34,2013-12-25,New York,5,45,3,34.25,33.8,40.8011,-73.9371,1,2,2,2,2,1
2013-12-20,New York City,0.0,CA-2013-141523,10035,Newell 326,1,2,4,2013-12-25,New York,5,5,3,3.52,29.0,40.8011,-73.9371,1,2,2,2,2,6
2013-12-20,Tucson,0.7,CA-2013-134936,85705,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",-4,2,5,2013-12-26,Arizona,6,7,6,5.21,-80.0,32.2691,-110.9845,1,1,2,1,3,1
2013-12-20,Tucson,0.7,CA-2013-134936,85705,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",-8,6,10,2013-12-26,Arizona,6,14,6,10.44,-73.3,32.2691,-110.9845,1,1,2,1,3,1
2013-12-21,Jackson,0.0,CA-2013-151155,39212,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,7,4,19,2013-12-25,Mississippi,4,25,6,18.92,39.0,32.2435,-90.2612,2,4,3,1,1,3
2013-12-21,Fremont,0.0,US-2013-157840,68025,Strathmore Photo Mount Cards,16,5,34,2013-12-24,Nebraska,3,44,3,33.9,46.0,41.4416,-96.4945,1,3,1,2,3,2
2013-12-21,Jackson,0.0,CA-2013-151155,39212,DXL Angle-View Binders with Locking Rings by Samsill,7,2,15,2013-12-25,Mississippi,4,20,6,15.42,45.0,32.2435,-90.2612,1,4,3,1,1,1
2013-12-21,Jackson,0.0,CA-2013-168536,39212,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,9,3,66,2013-12-25,Mississippi,4,87,6,66.3,13.0,32.2435,-90.2612,3,4,1,1,1,7
2013-12-23,Moreno Valley,0.0,CA-2013-114860,92553,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,202,8,843,2013-12-29,California,6,1104,6,842.72,24.0,33.9157,-117.2351,2,1,1,1,3,3
2013-12-23,Moreno Valley,0.0,CA-2013-114860,92553,Magnifier Swing Arm Lamp,11,2,42,2013-12-29,California,6,55,6,41.96,26.0,33.9157,-117.2351,2,1,1,1,3,3
2013-12-23,Redmond,0.2,CA-2013-167507,97756,3M Hangers With Command Adhesive,3,4,12,2013-12-29,Oregon,6,16,6,11.84,26.3,44.2767,-121.1896,2,1,1,1,3,3
2013-12-23,Redmond,0.2,CA-2013-167507,97756,Seth Thomas 14 Day/Date Wall Clock,5,1,23,2013-12-29,Oregon,6,30,6,22.78,21.3,44.2767,-121.1896,2,1,1,1,3,3
2013-12-23,New York City,0.2,CA-2013-103359,10035,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2 x 11",9,2,26,2013-12-27,New York,4,34,6,25.58,35.0,40.8011,-73.9371,1,2,1,1,1,1
2013-12-23,Redmond,0.7,CA-2013-167507,97756,"Avery 3 1/2 Diskette Storage Pages, 10/Pack",-25,10,31,2013-12-29,Oregon,6,41,6,31.32,-80.0,44.2767,-121.1896,1,1,1,1,3,1
2013-12-23,Seattle,0.2,CA-2013-149916,98115,Wilson Jones International Size A4 Ring Binders,19,4,55,2013-12-25,Washington,2,73,3,55.36,35.0,47.6849,-122.2968,1,1,3,2,1,1
2013-12-23,Seattle,0.2,CA-2013-149916,98115,Texas Instrument TI-15 Fraction Calculator,4,1,12,2013-12-25,Washington,2,15,3,11.56,32.5,47.6849,-122.2968,3,1,3,2,1,16
2013-12-24,Chicago,0.3,CA-2013-115574,60623,"Bush Westfield Collection Bookcases, Fully Assembled",-14,2,141,2013-12-25,Illinois,1,185,1,141.37,-10.0,41.849,-87.7157,2,3,2,3,3,13
2013-12-24,Houston,0.6,CA-2013-132829,77041,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",-1,2,2,2013-12-27,Texas,3,3,3,2.33,-32.5,29.8602,-95.5817,2,3,2,2,3,3
2013-12-24,Springfield,0.0,CA-2013-137043,22153,"Electrix Architects Clamp-On Swing Arm Lamp, Black",83,3,286,2013-12-26,Virginia,2,375,3,286.38,29.0,38.7449,-77.237,2,4,1,2,1,3
2013-12-24,Springfield,0.0,CA-2013-137043,22153,"Electrix Architects Clamp-On Swing Arm Lamp, Black",166,6,573,2013-12-26,Virginia,2,751,3,572.76,29.0,38.7449,-77.237,2,4,1,2,1,3
2013-12-24,Bowling Green,0.7,CA-2013-136049,43402,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",-4,3,6,2013-12-29,Ohio,5,7,6,5.55,-73.3,41.3815,-83.6507,1,2,1,1,1,1
2013-12-24,Grand Rapids,0.0,CA-2013-157868,49505,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",12,7,25,2013-12-30,Michigan,6,33,6,24.85,47.0,43.012,-85.6309,1,3,2,1,3,14
2013-12-24,Houston,0.2,CA-2013-132829,77041,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",15,9,45,2013-12-27,Texas,3,59,3,45.36,32.5,29.8602,-95.5817,1,3,2,2,3,10
2013-12-24,Philadelphia,0.2,CA-2013-114867,19143,Xerox 1952,3,2,8,2013-12-29,Pennsylvania,5,10,6,7.97,33.8,39.9448,-75.2288,1,2,3,1,1,2
2013-12-24,Seattle,0.0,CA-2013-135776,98103,Computer Printout Paper with Letter-Trim Perforations,18,2,38,2013-12-31,Washington,7,50,6,37.94,48.0,47.6733,-122.3426,1,1,2,1,2,2
2013-12-24,Seattle,0.0,CA-2013-135776,98103,Newell 317,3,3,9,2013-12-31,Washington,7,12,6,8.82,29.0,47.6733,-122.3426,1,1,2,1,2,6
2013-12-24,Seattle,0.0,CA-2013-135776,98103,SAFCO Boltless Steel Shelving,2,2,227,2013-12-31,Washington,7,298,6,227.28,1.0,47.6733,-122.3426,1,1,2,1,2,5
2013-12-24,Seattle,0.0,CA-2013-135776,98103,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",1,2,4,2013-12-31,Washington,7,6,6,4.2,28.0,47.6733,-122.3426,1,1,2,1,2,6
2013-12-24,Seattle,0.0,CA-2013-135776,98103,Staples,30,2,62,2013-12-31,Washington,7,81,6,61.96,49.0,47.6733,-122.3426,1,1,2,1,2,12
